,noun,gender,lang
14113,pistil,m,fr
14114,pistage,m,fr
14115,pistolet-mitrailleur,m,fr
14116,pistolet,m,fr
14117,pistou,m,fr
14118,pittacale,m,fr
14119,plafonnier,m,fr
14120,pitou,m,fr
14121,pitit,m,fr
14122,plan,m,fr
14123,plaisancier,m,fr
14124,plaid,m,fr
14125,plafonnement,m,fr
14126,plagiotropisme,m,fr
14127,plaisantin,m,fr
14128,plantage,m,fr
14129,planisme,m,fr
14130,plasma,m,fr
14131,plant,m,fr
14132,plasmodium,m,fr
14133,planteur,m,fr
14134,plasmide,m,fr
14135,plastic,m,fr
14136,plantier,m,fr
14137,plaquiste,m,fr
14138,plasmode,m,fr
14139,plastique,m,fr
14140,plastiquage,m,fr
14141,plasmodesme,m,fr
14142,plastron,m,fr
14143,plastisol,m,fr
14144,platin,m,fr
14145,plasmocyte,m,fr
14146,plat,m,fr
14147,platinage,m,fr
14148,plavon,m,fr
14149,play-back,m,fr
14150,play-boy,m,fr
14151,playback,m,fr
14152,pleur,m,fr
14153,pleurard,m,fr
14154,pleure-pain,m,fr
14155,pleurnichard,m,fr
14156,pleutre,m,fr
14157,plie,m,fr
14158,pliage,m,fr
14159,plexus,m,fr
14160,plieur,m,fr
14161,plioir,m,fr
14162,plissement,m,fr
14163,plisseur,m,fr
14164,plumet,m,fr
14165,plongeoir,m,fr
14166,plongeon,m,fr
14167,plumassier,m,fr
14168,plumbago,m,fr
14169,pluvian,m,fr
14170,pluvier,m,fr
14171,pluvial,m,fr
14172,plutonisme,m,fr
14173,pneumatique,m,fr
14174,pneumogastrique,m,fr
14175,pochard,m,fr
14176,pneumocoque,m,fr
14177,pluton,m,fr
14178,podcasting,m,fr
14179,pochoir,m,fr
14180,pochon,m,fr
14181,podolithe,m,fr
14182,pochtron,m,fr
14183,pochetron,m,fr
14184,podophylle,m,fr
14185,poa,m,fr
14186,pogonophore,m,fr
14187,poids,m,fr
14188,pogrome,m,fr
14189,pogrom,m,fr
14190,poignard,m,fr
14191,poilu,m,fr
14192,pogo,m,fr
14193,poignet,m,fr
14194,poil,m,fr
14195,poignardage,m,fr
14196,poincarisme,m,fr
14197,poile,m,fr
14198,poing,m,fr
14199,pointeau,m,fr
14200,poisson,m,fr
14201,pois,m,fr
14202,pointillisme,m,fr
14203,poireau,m,fr
14204,poissecaille,m,fr
14205,poisson-chien,m,fr
14206,poisson-chat,m,fr
14207,poisson-scie,m,fr
14208,poisson-lait,m,fr
14209,pointer,m,fr
14210,poisson-tigre,m,fr
14211,poisson-clown,m,fr
14212,polyglottisme,m,fr
14213,polygala,m,fr
14214,polygale,m,fr
14215,polygamite,m,fr
14216,polygramme,m,fr
14217,polyester,m,fr
14218,polyhybridisme,m,fr
14219,polyholoside,m,fr
14220,polyhydroxyalcanoate,m,fr
14221,polyhandicap,m,fr
14222,polymathisme,m,fr
14223,pontier,m,fr
14224,pop,m,fr
14225,pontonnier,m,fr
14226,poncif,m,fr
14227,poison,m,fr
14228,pontet,m,fr
14229,pool,m,fr
14230,pontuseau,m,fr
14231,popcorn,m,fr
14232,porc,m,fr
14233,porcelet,m,fr
14234,populage,m,fr
14235,porche,m,fr
14236,porno,m,fr
14237,poquet,m,fr
14238,populaire,m,fr
14239,porcher,m,fr
14240,porophore,m,fr
14241,porion,m,fr
14242,porreau,m,fr
14243,porphyre,m,fr
14244,port,m,fr
14245,portable,m,fr
14246,porte-copie,m,fr
14247,pore,m,fr
14248,portail,m,fr
14249,porte-couteau,m,fr
14250,porte-coton,m,fr
14251,porte-mine,m,fr
14252,porridge,m,fr
14253,porte-croix,m,fr
14254,portefaix,m,fr
14255,porte-drapeau,m,fr
14256,porte-monnaie,m,fr
14257,portemonnaie,m,fr
14258,porte-voix,m,fr
14259,portemanteau,m,fr
14260,porteur,m,fr
14261,portfolio,m,fr
14262,porto,m,fr
14263,portemine,m,fr
14264,portillon,m,fr
14265,portier,m,fr
14266,portefeuille,m,fr
14267,portique,m,fr
14268,portrait-robot,m,fr
14269,portrait,m,fr
14270,posadisme,m,fr
14271,portugais,m,fr
14272,poseur,m,fr
14273,possesseur,m,fr
14274,positron,m,fr
14275,possessif,m,fr
14276,possible,m,fr
14277,positif,m,fr
14278,postdoctorant,m,fr
14279,postillon,m,fr
14280,postier,m,fr
14281,postage,m,fr
14282,postscriptum,m,fr
14283,postulant,m,fr
14284,postmodernisme,m,fr
14285,pot-pourri,m,fr
14286,potage,m,fr
14287,potache,m,fr
14288,potager,m,fr
14289,postulat,m,fr
14290,potamoplancton,m,fr
14291,poteau,m,fr
14292,potassium,m,fr
14293,potentiel,m,fr
14294,pougnasson,m,fr
14295,pouillot,m,fr
14296,pouilleux,m,fr
14297,potentat,m,fr
14298,poujadisme,m,fr
14299,poulain,m,fr
14300,poulet,m,fr
14301,poulailler,m,fr
14302,poulaga,m,fr
14303,poulpe,m,fr
14304,poumon,m,fr
14305,pouliot,m,fr
14306,poupard,m,fr
14307,pourboire,m,fr
14308,pourpoint,m,fr
14309,poupon,m,fr
14310,pourpre,m,fr
14311,pouls,m,fr
14312,pourrissement,m,fr
14313,pourriel,m,fr
14314,pourvoyeur,m,fr
14315,pourparler,m,fr
14316,poussin,m,fr
14317,pousse-mine,m,fr
14318,poussier,m,fr
14319,pousse-au-crime,m,fr
14320,pousse-pousse,m,fr
14321,pouvoir,m,fr
14322,poussinet,m,fr
14323,poutinisme,m,fr
14324,poutou,m,fr
14325,poussoir,m,fr
14326,post,m,fr
14327,poutrage,m,fr
14328,powoir,m,fr
14329,praesidium,m,fr
14330,prao,m,fr
14331,praire,m,fr
14332,pragmatisme,m,fr
14333,pratiquant,m,fr
14334,prairial,m,fr
14335,praticien,m,fr
14336,premier,m,fr
14337,prescripteur,m,fr
14338,prescriptivisme,m,fr
14339,presse-agrume,m,fr
14340,presle,m,fr
14341,presse-ail,m,fr
14342,presse-papier,m,fr
14343,pressage,m,fr
14344,pressing,m,fr
14345,pressement,m,fr
14346,presse-citron,m,fr
14347,pressier,m,fr
14348,pressoir,m,fr
14349,pressentiment,m,fr
14350,pressurage,m,fr
14351,preu,m,fr
14352,primate,m,fr
14353,prince,m,fr
14354,primitivisme,m,fr
14355,primipile,m,fr
14356,primo-arrivant,m,fr
14357,primidi,m,fr
14358,principe,m,fr
14359,priseur,m,fr
14360,prisme,m,fr
14361,printemps,m,fr
14362,priodonte,m,fr
14363,prion,m,fr
14364,prisonnier,m,fr
14365,priorat,m,fr
14366,prit,m,fr
14367,privat-docent,m,fr
14368,pro-verbe,m,fr
14369,processeur,m,fr
14370,procruste,m,fr
14371,prochain,m,fr
14372,proconsulat,m,fr
14373,proa,m,fr
14374,produit,m,fr
14375,profanement,m,fr
14376,profanateur,m,fr
14377,proconsul,m,fr
14378,professionnel,m,fr
14379,professionnalisme,m,fr
14380,prolatif,m,fr
14381,profil,m,fr
14382,projo,m,fr
14383,promeneur,m,fr
14384,professorat,m,fr
14385,prologue,m,fr
14386,prolongement,m,fr
14387,prolongateur,m,fr
14388,promontoire,m,fr
14389,prometteur,m,fr
14390,propos,m,fr
14391,promulgateur,m,fr
14392,propitiateur,m,fr
14393,prompteur,m,fr
14394,pronateur,m,fr
14395,proprio,m,fr
14396,propriocepteur,m,fr
14397,prospectus,m,fr
14398,prosobranche,m,fr
14399,protactinium,m,fr
14400,prosimien,m,fr
14401,prospecteur,m,fr
14402,prosecteur,m,fr
14403,prosome,m,fr
14404,protecteur,m,fr
14405,prosyllogisme,m,fr
14406,protagoniste,m,fr
14407,protectionnisme,m,fr
14408,protistologiste,m,fr
14409,protocarbure,m,fr
14410,protobromure,m,fr
14411,protochlorure,m,fr
14412,protocyanure,m,fr
14413,protomartyr,m,fr
14414,protologisme,m,fr
14415,protophosphure,m,fr
14416,protologue,m,fr
14417,protosel,m,fr
14418,protoplasme,m,fr
14419,protostomien,m,fr
14420,proverbe,m,fr
14421,protoxyde,m,fr
14422,protosulfure,m,fr
14423,providentialisme,m,fr
14424,proudhonisme,m,fr
14425,prurit,m,fr
14426,pruneau,m,fr
14427,psychophysicien,m,fr
14428,prussien,m,fr
14429,ptyalisme,m,fr
14430,publipostage,m,fr
14431,pucier,m,fr
14432,puddleur,m,fr
14433,puceron,m,fr
14434,puffin,m,fr
14435,pudding,m,fr
14436,pukeko,m,fr
14437,pugilat,m,fr
14438,puisage,m,fr
14439,pullman,m,fr
14440,purgatif,m,fr
14441,punk,m,fr
14442,punitivisme,m,fr
14443,purin,m,fr
14444,pulque,m,fr
14445,purificateur,m,fr
14446,purgeur,m,fr
14447,puritanisme,m,fr
14448,putet,m,fr
14449,purpura,m,fr
14450,purisme,m,fr
14451,pursang,m,fr
14452,puseyisme,m,fr
14453,putanisme,m,fr
14454,putois,m,fr
14455,puy,m,fr
14456,putier,m,fr
14457,putto,m,fr
14458,pygidium,m,fr
14459,pycnogonide,m,fr
14460,pyjama,m,fr
14461,pull,m,fr
14462,pyrophore,m,fr
14463,pyroclaste,m,fr
14464,pyrogallol,m,fr
14465,pyrographe,m,fr
14466,pyrotechnicien,m,fr
14467,q,m,fr
14468,pyrrhonisme,m,fr
14469,pythagorisme,m,fr
14470,python,m,fr
14471,qilin,m,fr
14472,qouf,m,fr
14473,quadri,m,fr
14474,qu,m,fr
14475,quadrant,m,fr
14476,quadricycle,m,fr
14477,quadricarbure,m,fr
14478,quark,m,fr
14479,qat,m,fr
14480,quadrige,m,fr
14481,quanteur,m,fr
14482,quercitron,m,fr
14483,queutard,m,fr
14484,quincajou,m,fr
14485,quignon,m,fr
14486,quincaillier,m,fr
14487,quinquin,m,fr
14488,quint,m,fr
14489,quinquet,m,fr
14490,quinnat,m,fr
14491,quinquennat,m,fr
14492,quinteau,m,fr
14493,quintal,m,fr
14494,quintessentiel,m,fr
14495,quiproquo,m,fr
14496,quitus,m,fr
14497,quintuplement,m,fr
14498,quiscale,m,fr
14499,quinze-vingt,m,fr
14500,quintidi,m,fr
14501,quipu,m,fr
14502,quolibet,m,fr
14503,raconteur,m,fr
14504,quorum,m,fr
14505,radon,m,fr
14506,radical,m,fr
14507,raffinement,m,fr
14508,raidillon,m,fr
14509,rallye,m,fr
14510,rallye-paper,m,fr
14511,ramancheur,m,fr
14512,ramassage,m,fr
14513,ramadan,m,fr
14514,ralliement,m,fr
14515,rallongement,m,fr
14516,ramassis,m,fr
14517,ramasseur,m,fr
14518,ramancheux,m,fr
14519,ramdam,m,fr
14520,ramereau,m,fr
14521,rameau,m,fr
14522,rapide,m,fr
14523,rameur,m,fr
14524,raout,m,fr
14525,rapace,m,fr
14526,rapontic,m,fr
14527,rappel,m,fr
14528,rassasiement,m,fr
14529,rappeur,m,fr
14530,rapport,m,fr
14531,ras-de-cou,m,fr
14532,rami,m,fr
14533,raseur,m,fr
14534,ralentisseur,m,fr
14535,rajeunissement,m,fr
14536,rainurage,m,fr
14537,railway,m,fr
14538,rail,m,fr
14539,railleur,m,fr
14540,raffinage,m,fr
14541,raidissement,m,fr
14542,raffut,m,fr
14543,ragot,m,fr
14544,radoucissement,m,fr
14545,radotage,m,fr
14546,radius,m,fr
14547,radoteur,m,fr
14548,radoubeur,m,fr
14549,radeau,m,fr
14550,radiotraceur,m,fr
14551,radium,m,fr
14552,radjah,m,fr
14553,radargramme,m,fr
14554,quillard,m,fr
14555,radiobalisage,m,fr
14556,quatuor,m,fr
14557,quenottier,m,fr
14558,quincailler,m,fr
14559,radar,m,fr
14560,quart,m,fr
14561,queireret,m,fr
14562,quatrefeuilles,m,fr
14563,publireportage,m,fr
14564,prout,m,fr
14565,ptilocerque,m,fr
14566,rat,m,fr
14567,prunelier,m,fr
14568,protonotaire,m,fr
14569,protohistorien,m,fr
14570,prototrophe,m,fr
14571,protoiodure,m,fr
14572,protiste,m,fr
14573,protocole,m,fr
14574,maximum,m,fr
14575,protiodure,m,fr
14576,matcha,m,fr
14577,masturbateur,m,fr
14578,matanga,m,fr
14579,mat,m,fr
14580,marsupial,m,fr
14581,marsouin,m,fr
14582,protestant,m,fr
14583,mastodonte,m,fr
14584,marqueur,m,fr
14585,maroquin,m,fr
14586,marqueteur,m,fr
14587,maroufle,m,fr
14588,marmiton,m,fr
14589,proton,m,fr
14590,maroquinier,m,fr
14591,mark,m,fr
14592,maroilles,m,fr
14593,marivaudage,m,fr
14594,marmot,m,fr
14595,marmotteur,m,fr
14596,marneur,m,fr
14597,marcheur,m,fr
14598,mardi,m,fr
14599,marcottage,m,fr
14600,marc,m,fr
14601,marchepied,m,fr
14602,marcassin,m,fr
14603,marathi,m,fr
14604,marchand,m,fr
14605,marcandier,m,fr
14606,manoir,m,fr
14607,manifestant,m,fr
14608,maraboutisme,m,fr
14609,malpoli,m,fr
14610,maneton,m,fr
14611,makila,m,fr
14612,making-of,m,fr
14613,malfaiteur,m,fr
14614,majordome,m,fr
14615,maliciel,m,fr
14616,majeur,m,fr
14617,malaga,m,fr
14618,mahometan,m,fr
14619,maillet,m,fr
14620,magouilleur,m,fr
14621,maharajah,m,fr
14622,magnanier,m,fr
14623,magenta,m,fr
14624,maghzen,m,fr
14625,magmat,m,fr
14626,magicien,m,fr
14627,lys,m,fr
14628,magistrat,m,fr
14629,lutteur,m,fr
14630,lustre,m,fr
14631,loup,m,fr
14632,lupanar,m,fr
14633,ludisme,m,fr
14634,lupulin,m,fr
14635,loueur,m,fr
14636,lump,m,fr
14637,loyalisme,m,fr
14638,lin,m,fr
14639,llama,m,fr
14640,longane,m,fr
14641,limousinage,m,fr
14642,limonier,m,fr
14643,ligament,m,fr
14644,limogeage,m,fr
14645,gambier,m,fr
14646,gal,m,fr
14647,gallo,m,fr
14648,libelle,m,fr
14649,futal,m,fr
14650,gabari,m,fr
14651,limon,m,fr
14652,gabier,m,fr
14653,furigana,m,fr
14654,futsal,m,fr
14655,gamelan,m,fr
14656,fureteur,m,fr
14657,frangin,m,fr
14658,funambulisme,m,fr
14659,fusain,m,fr
14660,franc,m,fr
14661,fumoir,m,fr
14662,franc-parler,m,fr
14663,furet,m,fr
14664,francique,m,fr
14665,franc-quartier,m,fr
14666,fraisil,m,fr
14667,fraisage,m,fr
14668,framboisier,m,fr
14669,francolin,m,fr
14670,fourgat,m,fr
14671,fourbisseur,m,fr
14672,fourloureur,m,fr
14673,fourmilier,m,fr
14674,fourgue,m,fr
14675,foulage,m,fr
14676,fouleur,m,fr
14677,fouineur,m,fr
14678,fouilleur,m,fr
14679,filou,m,fr
14680,filetier,m,fr
14681,fiduciant,m,fr
14682,figement,m,fr
14683,fibroscope,m,fr
14684,fifre,m,fr
14685,fichier,m,fr
14686,ficaire,m,fr
14687,fibrosarcome,m,fr
14688,fibrome,m,fr
14689,feuillu,m,fr
14690,fieu,m,fr
14691,fibrociment,m,fr
14692,ferret,m,fr
14693,fayencier,m,fr
14694,fermenteur,m,fr
14695,ferrate,m,fr
14696,favori,m,fr
14697,feutre,m,fr
14698,faux-monnayage,m,fr
14699,feuilleton,m,fr
14700,fauxmage,m,fr
14701,faux-fruit,m,fr
14702,fax,m,fr
14703,faux-monnayeur,m,fr
14704,fauve,m,fr
14705,faufil,m,fr
14706,fauvisme,m,fr
14707,faubourg,m,fr
14708,faste,m,fr
14709,fatras,m,fr
14710,fatbike,m,fr
14711,farcin,m,fr
14712,fard,m,fr
14713,fatalisme,m,fr
14714,farinier,m,fr
14715,faraday,m,fr
14716,fanzine,m,fr
14717,fascisme,m,fr
14718,far-niente,m,fr
14719,fanum,m,fr
14720,fantosme,m,fr
14721,extremum,m,fr
14722,extrait,m,fr
14723,faillibilisme,m,fr
14724,faquir,m,fr
14725,fanorona,m,fr
14726,externat,m,fr
14727,expropriateur,m,fr
14728,extracteur,m,fr
14729,exploseur,m,fr
14730,exotisme,m,fr
14731,exhausteur,m,fr
14732,exode,m,fr
14733,exercice,m,fr
14734,eutectique,m,fr
14735,eustatisme,m,fr
14736,euskarien,m,fr
14737,euromissile,m,fr
14738,eudiste,m,fr
14739,est,m,fr
14740,essif,m,fr
14741,eucalyptus,m,fr
14742,essencier,m,fr
14743,essayage,m,fr
14744,essai,m,fr
14745,essayeur,m,fr
14746,essaim,m,fr
14747,esquif,m,fr
14748,esquipot,m,fr
14749,espiogiciel,m,fr
14750,escroc,m,fr
14751,envahissement,m,fr
14752,enturbannement,m,fr
14753,entretien,m,fr
14754,entropion,m,fr
14755,entretemps,m,fr
14756,entremetteur,m,fr
14757,encrine,m,fr
14758,ensorceleur,m,fr
14759,encens,m,fr
14760,enchondrome,m,fr
14761,enclos,m,fr
14762,encensier,m,fr
14763,enchainement,m,fr
14764,enchanteresse,m,fr
14765,encadrant,m,fr
14766,encasteur,m,fr
14767,encastrement,m,fr
14768,emploi,m,fr
14769,encadreur,m,fr
14770,empiriocriticisme,m,fr
14771,empaleur,m,fr
14772,empattement,m,fr
14773,emoji,m,fr
14774,empalement,m,fr
14775,empan,m,fr
14776,emme,m,fr
14777,emmurement,m,fr
14778,emmerdeur,m,fr
14779,emberlificoteur,m,fr
14780,elle,m,fr
14781,einsteinium,m,fr
14783,ectropion,m,fr
14784,ectoprocte,m,fr
14785,doctorant,m,fr
14786,djeune,m,fr
14787,doctorat,m,fr
14788,discobole,m,fr
14789,dizainier,m,fr
14790,dirigeable,m,fr
14791,dipneuste,m,fr
14792,discernement,m,fr
14793,dipe,m,fr
14794,diphyodonte,m,fr
14795,dilueur,m,fr
14796,digramme,m,fr
14797,dialogue,m,fr
14798,dialysat,m,fr
14799,dey,m,fr
14800,dichlore,m,fr
14801,diesel,m,fr
14802,dialecte,m,fr
14803,diabolisme,m,fr
14804,deutschemark,m,fr
14805,devenir,m,fr
14806,desservant,m,fr
14807,destructeur,m,fr
14808,derby,m,fr
14809,dentellier,m,fr
14810,dandinement,m,fr
14811,dalleux,m,fr
14812,daltonisme,m,fr
14813,daim,m,fr
14814,dada,m,fr
14815,daiquiri,m,fr
14816,dacryocyste,m,fr
14817,dactylogramme,m,fr
14818,dactyle,m,fr
14819,czar,m,fr
14820,cytosquelette,m,fr
14821,cytoplasme,m,fr
14822,cyclobutane,m,fr
14823,cycle,m,fr
14824,cycloalcane,m,fr
14825,cyclo,m,fr
14826,curond,m,fr
14827,cyberterrorisme,m,fr
14828,curium,m,fr
14829,curettage,m,fr
14830,cunnilingus,m,fr
14831,dais,m,fr
14832,cutter,m,fr
14833,cuissage,m,fr
14834,croquet,m,fr
14835,crucifix,m,fr
14836,croque-monsieur,m,fr
14837,cryptoportique,m,fr
14838,croque,m,fr
14839,cyberpunk,m,fr
14840,crooning,m,fr
14841,crosne,m,fr
14842,crolean,m,fr
14843,cromesquis,m,fr
14844,crocus,m,fr
14845,croisillon,m,fr
14846,curling,m,fr
14847,croiseur,m,fr
14848,croissandwich,m,fr
14849,crisse,m,fr
14850,crithme,m,fr
14851,cronut,m,fr
14852,croisement,m,fr
14853,creuseur,m,fr
14854,cresson,m,fr
14855,crawl,m,fr
14856,crackage,m,fr
14857,craquage,m,fr
14858,crapaud-buffle,m,fr
14859,crime,m,fr
14860,crachin,m,fr
14861,cracheur,m,fr
14862,crachotement,m,fr
14863,coyau,m,fr
14865,couvreur,m,fr
14866,crachat,m,fr
14867,couvre-feu,m,fr
14868,cow-boy,m,fr
14869,couvre-visage,m,fr
14870,coutelier,m,fr
14871,coutil,m,fr
14872,coussin,m,fr
14873,coureur,m,fr
14874,courailleux,m,fr
14875,couperet,m,fr
14876,coupe-tube,m,fr
14877,cowboy,m,fr
14878,coupe-vent,m,fr
14879,couplet,m,fr
14880,coulage,m,fr
14881,coucou,m,fr
14882,coudoiement,m,fr
14883,costaud,m,fr
14884,cou-de-pied,m,fr
14885,cosmos,m,fr
14886,coucheur,m,fr
14887,couchant,m,fr
14888,correspondant,m,fr
14889,corrupteur,m,fr
14890,corroyage,m,fr
14891,corral,m,fr
14892,corpuscule,m,fr
14893,corset,m,fr
14894,correcteur,m,fr
14895,cornet,m,fr
14896,corps,m,fr
14897,corporatisme,m,fr
14898,cornard,m,fr
14899,cornemuseux,m,fr
14900,corbillat,m,fr
14901,corailleur,m,fr
14902,coralliaire,m,fr
14903,coquin,m,fr
14904,coraciiforme,m,fr
14905,coquard,m,fr
14906,country,m,fr
14907,copal,m,fr
14908,contenant,m,fr
14909,copyright,m,fr
14910,coparent,m,fr
14911,conte,m,fr
14912,conteneur,m,fr
14913,contact,m,fr
14914,constat,m,fr
14915,copte,m,fr
14916,contempteur,m,fr
14917,containeur,m,fr
14918,consortium,m,fr
14919,copra,m,fr
14920,constituant,m,fr
14921,constantan,m,fr
14922,consonantisme,m,fr
14923,consistoire,m,fr
14924,consensus,m,fr
14925,consommateur,m,fr
14926,consignataire,m,fr
14927,connu,m,fr
14928,consentement,m,fr
14929,connard,m,fr
14930,conservateur,m,fr
14931,connecteur,m,fr
14932,connoisseur,m,fr
14933,conservatoire,m,fr
14934,congre,m,fr
14935,connaissement,m,fr
14936,confit,m,fr
14937,confusionnisme,m,fr
14938,conducteur,m,fr
14939,conformateur,m,fr
14940,compte,m,fr
14941,condyle,m,fr
14942,concerto,m,fr
14943,concitoyen,m,fr
14944,colonat,m,fr
14945,colmatage,m,fr
14946,colluvion,m,fr
14947,collage,m,fr
14948,colleur,m,fr
14949,col,m,fr
14950,collet,m,fr
14951,collecteur,m,fr
14952,coliforme,m,fr
14953,coffret,m,fr
14954,codon,m,fr
14955,codificateur,m,fr
14956,codage,m,fr
14957,cockpit,m,fr
14958,cochonnet,m,fr
14959,cochonium,m,fr
14960,concept,m,fr
14961,cocotier,m,fr
14962,cochet,m,fr
14963,cocu,m,fr
14964,clown,m,fr
14965,coadministrateur,m,fr
14966,cloud,m,fr
14967,coach,m,fr
14968,clunisien,m,fr
14969,clubain,m,fr
14970,clubman,m,fr
14971,cladogramme,m,fr
14972,clairet,m,fr
14973,cisellement,m,fr
14974,clathrate,m,fr
14975,cistron,m,fr
14976,ciselet,m,fr
14977,cisaillement,m,fr
14978,cirse,m,fr
14979,cirque,m,fr
14980,cintrage,m,fr
14981,circoncellion,m,fr
14982,cintre,m,fr
14983,circonstant,m,fr
14984,cirage,m,fr
14985,circonflexe,m,fr
14986,cingle,m,fr
14987,cimetoche,m,fr
14988,cinoche,m,fr
14989,cinglage,m,fr
14990,cingalais,m,fr
14991,ciment,m,fr
14992,cilice,m,fr
14993,cil,m,fr
14994,ciel,m,fr
14995,cimentier,m,fr
14996,cigarillo,m,fr
14997,cidre,m,fr
14998,club,m,fr
14999,ciborium,m,fr
15000,ciboulot,m,fr
15001,cierge,m,fr
15002,chyme,m,fr
15003,chum,m,fr
15004,chuintement,m,fr
15005,chuchotement,m,fr
15006,chuchoteur,m,fr
15007,chromate,m,fr
15008,chromatographe,m,fr
15009,chromatogramme,m,fr
15010,chouchou,m,fr
15011,chouinegomme,m,fr
15012,chow-chow,m,fr
15013,christianisme,m,fr
15014,chouia,m,fr
15015,chondrosarcome,m,fr
15016,cholagogue,m,fr
15017,chevalier,m,fr
15018,choeur,m,fr
15019,chloroiodure,m,fr
15020,chironome,m,fr
15021,charriot,m,fr
15022,chaud,m,fr
15023,charivari,m,fr
15024,chapelain,m,fr
15025,chancre,m,fr
15026,championnat,m,fr
15027,chalant,m,fr
15028,chamorro,m,fr
15029,champ,m,fr
15030,chambranle,m,fr
15031,chamelon,m,fr
15032,chabiha,m,fr
15033,chameau,m,fr
15034,cellophane,m,fr
15035,cessez-le-feu,m,fr
15036,carreau,m,fr
15037,cartel,m,fr
15038,carline,m,fr
15039,carbonate,m,fr
15040,carlisme,m,fr
15041,carinet,m,fr
15042,capuchon,m,fr
15043,capucin,m,fr
15044,carillonneur,m,fr
15045,carcinome,m,fr
15046,cappuccino,m,fr
15047,carboxyle,m,fr
15048,car-ferry,m,fr
15049,caravaning,m,fr
15050,captage,m,fr
15051,cancer,m,fr
15052,captateur,m,fr
15053,cancre,m,fr
15054,capitoul,m,fr
15055,canonicat,m,fr
15056,cancanement,m,fr
15057,cancan,m,fr
15058,canalicule,m,fr
15059,canal,m,fr
15060,canari,m,fr
15061,campus,m,fr
15062,camphre,m,fr
15063,camphrier,m,fr
15064,canadianisme,m,fr
15065,camping-car,m,fr
15066,camp,m,fr
15067,campeur,m,fr
15068,camionneur,m,fr
15069,camion-balai,m,fr
15070,camion-citerne,m,fr
15071,camionnage,m,fr
15072,cannabis,m,fr
15073,cameraman,m,fr
15074,camerlingue,m,fr
15075,camer,m,fr
15076,cambusard,m,fr
15077,camelin,m,fr
15078,cambriolage,m,fr
15079,camion,m,fr
15080,cambrioleur,m,fr
15081,cambouis,m,fr
15082,calomelas,m,fr
15083,calomelano,m,fr
15084,camembert,m,fr
15085,callistemon,m,fr
15086,calisson,m,fr
15087,califourchon,m,fr
15088,calmant,m,fr
15089,calicotome,m,fr
15090,calicot,m,fr
15091,calibrage,m,fr
15092,califat,m,fr
15093,calfeutrage,m,fr
15094,calfeutrement,m,fr
15095,calendrier,m,fr
15096,californium,m,fr
15097,calendos,m,fr
15098,calibre,m,fr
15099,calament,m,fr
15100,calebassier,m,fr
15101,cale-nuque,m,fr
15102,calame,m,fr
15103,cale-porte,m,fr
15104,calambour,m,fr
15105,calculateur,m,fr
15106,calaisien,m,fr
15107,calamar,m,fr
15108,calambouc,m,fr
15109,calambart,m,fr
15110,calamandrier,m,fr
15111,calamba,m,fr
15112,caladium,m,fr
15113,cakilier,m,fr
15114,cal,m,fr
15115,calabrais,m,fr
15116,cake-walk,m,fr
15117,caillou,m,fr
15118,cajou,m,fr
15119,cajoleur,m,fr
15120,cairn,m,fr
15121,caillot,m,fr
15122,caillement,m,fr
15123,caillage,m,fr
15124,cahotement,m,fr
15125,cahoua,m,fr
15126,cahors,m,fr
15127,cagibi,m,fr
15128,cafteur,m,fr
15129,cagoulard,m,fr
15130,cageot,m,fr
15131,cagnard,m,fr
15132,cagou,m,fr
15133,cafouillage,m,fr
15134,cafetan,m,fr
15135,caesium,m,fr
15136,cafard,m,fr
15137,cadreur,m,fr
15138,caecotrophe,m,fr
15139,cadrage,m,fr
15140,cador,m,fr
15141,cadrat,m,fr
15142,cadmiage,m,fr
15143,cadmium,m,fr
15144,cadran,m,fr
15145,cadet,m,fr
15146,cadeau,m,fr
15147,cadi,m,fr
15148,cadavre,m,fr
15149,cadenas,m,fr
15150,caddy,m,fr
15151,cacodyle,m,fr
15152,cacolet,m,fr
15153,cadastre,m,fr
15154,cacique,m,fr
15155,caddie,m,fr
15156,cacodylate,m,fr
15157,cachot,m,fr
15158,cachement,m,fr
15159,cachemirien,m,fr
15160,cachemiri,m,fr
15161,cachet,m,fr
15162,cachemire,m,fr
15163,brio,m,fr
15164,cabotage,m,fr
15165,cache-pot,m,fr
15166,brancard,m,fr
15167,cache-nez,m,fr
15168,boyau,m,fr
15169,boulevard,m,fr
15170,brie,m,fr
15171,boudin,m,fr
15172,bourre-cochon,m,fr
15173,breuil,m,fr
15174,bord,m,fr
15175,borne-abreuvoir,m,fr
15176,bordeau,m,fr
15177,bornier,m,fr
15178,bonus,m,fr
15179,borchtch,m,fr
15180,bonjour,m,fr
15181,bonimenteur,m,fr
15182,botulisme,m,fr
15183,boom,m,fr
15184,bonheur,m,fr
15185,bonnet,m,fr
15186,boombox,m,fr
15187,bon,m,fr
15188,blister,m,fr
15189,bonobo,m,fr
15190,blini,m,fr
15191,blanc-bec,m,fr
15192,bitcoin,m,fr
15193,bissexte,m,fr
15194,bisquain,m,fr
15195,bisou,m,fr
15196,bismuthine,m,fr
15197,biscotto,m,fr
15198,bismuth,m,fr
15199,biseautage,m,fr
15200,bridge,m,fr
15201,biseau,m,fr
15202,biset,m,fr
15203,bipartisme,m,fr
15204,bipied,m,fr
15205,bip,m,fr
15206,bioxyde,m,fr
15207,biot,m,fr
15208,bioterroriste,m,fr
