,noun,gender,lang
7548,hipparion,m,fr
7549,hindou,m,fr
7550,hippopotame,m,fr
7551,hickory,m,fr
7552,hidalgo,m,fr
7553,hic,m,fr
7554,hibou,m,fr
7555,hiatus,m,fr
7556,holmium,m,fr
7557,hibiscus,m,fr
7558,hexol,m,fr
7559,hidjab,m,fr
7560,hexazinone,m,fr
7561,hijab,m,fr
7562,hexapode,m,fr
7563,hexafluorure,m,fr
7564,hexagramme,m,fr
7565,hexane,m,fr
7566,hexacosane,m,fr
7567,hexacontane,m,fr
7568,hexagone,m,fr
7569,hexacorde,m,fr
7570,hexa,m,fr
7571,heurtoir,m,fr
7572,heurt,m,fr
7573,heureux,m,fr
7574,heptol,m,fr
7575,hentai,m,fr
7576,herbicide,m,fr
7577,herbage,m,fr
7578,hendiadys,m,fr
7579,hennissement,m,fr
7580,heiduque,m,fr
7581,hectogramme,m,fr
7582,hectowatt,m,fr
7583,hectokatal,m,fr
7584,hebdomadaire,m,fr
7585,hebdo,m,fr
7586,hchouma,m,fr
7587,havane,m,fr
7588,haussement,m,fr
7589,hasard,m,fr
7590,havresac,m,fr
7591,haruspice,m,fr
7592,haschich,m,fr
7593,harpagon,m,fr
7594,hasardeur,m,fr
7595,harponnage,m,fr
7596,harnais,m,fr
7597,hasch,m,fr
7598,harnacheur,m,fr
7599,harnois,m,fr
7600,harmonica,m,fr
7601,harmonographe,m,fr
7602,harnachement,m,fr
7603,harmonicorde,m,fr
7604,harfang,m,fr
7605,hareng,m,fr
7606,harle,m,fr
7607,hara-kiri,m,fr
7608,haquet,m,fr
7609,haplotype,m,fr
7610,haras,m,fr
7611,harmonium,m,fr
7612,hangar,m,fr
7613,hapax,m,fr
7614,hand,m,fr
7615,haplogroupe,m,fr
7616,hapchot,m,fr
7617,handicap,m,fr
7618,hamburger,m,fr
7619,halouf,m,fr
7620,hammam,m,fr
7621,hameau,m,fr
7622,hanap,m,fr
7623,hamac,m,fr
7624,halophile,m,fr
7625,haloforme,m,fr
7626,halocarbure,m,fr
7627,hallier,m,fr
7628,halo,m,fr
7629,hallage,m,fr
7630,hallebardier,m,fr
7631,haliple,m,fr
7632,hallali,m,fr
7633,hall,m,fr
7634,halicte,m,fr
7635,halloween,m,fr
7636,hamster,m,fr
7637,halecret,m,fr
7638,hakka,m,fr
7639,half-track,m,fr
7640,haleur,m,fr
7641,halbi,m,fr
7642,hajjam,m,fr
7643,hakapik,m,fr
7644,hale-bas,m,fr
7645,halage,m,fr
7646,haillon,m,fr
7647,hacheur,m,fr
7648,haiku,m,fr
7649,hachage,m,fr
7650,habitat,m,fr
7651,habillage,m,fr
7652,gyrovague,m,fr
7653,habitacle,m,fr
7654,gyrostat,m,fr
7655,gyroscope,m,fr
7656,habillement,m,fr
7657,gymnase,m,fr
7658,gyoza,m,fr
7659,gymnasiarque,m,fr
7660,guignon,m,fr
7661,guillemot,m,fr
7662,guet,m,fr
7663,gueuleton,m,fr
7664,guerdon,m,fr
7665,gruppetto,m,fr
7666,grylle,m,fr
7667,grouse,m,fr
7668,habit,m,fr
7669,gros,m,fr
7670,grondement,m,fr
7671,groom,m,fr
7672,grognard,m,fr
7673,grondin,m,fr
7674,grommellement,m,fr
7675,groin,m,fr
7676,guanaco,m,fr
7677,grizzly,m,fr
7678,grognement,m,fr
7679,grog,m,fr
7680,grogue,m,fr
7681,groenlandais,m,fr
7682,grizzli,m,fr
7683,grison,m,fr
7684,griot,m,fr
7685,grillon,m,fr
7686,grincement,m,fr
7687,grillage,m,fr
7688,griottier,m,fr
7689,gris-gris,m,fr
7690,grillot,m,fr
7691,grimpereau,m,fr
7692,grigri,m,fr
7693,grignoteur,m,fr
7694,grille-pain,m,fr
7695,grignotage,m,fr
7696,grignotement,m,fr
7697,grigou,m,fr
7698,grill,m,fr
7699,griffonneur,m,fr
7700,griffoir,m,fr
7701,gribouillage,m,fr
7702,gribouillis,m,fr
7703,griffonnage,m,fr
7704,griffon,m,fr
7705,grief,m,fr
7706,gri-gri,m,fr
7707,grenadage,m,fr
7708,gril,m,fr
7709,grenache,m,fr
7710,greffier,m,fr
7711,grelin,m,fr
7712,greffon,m,fr
7713,greffage,m,fr
7714,grec,m,fr
7715,green,m,fr
7716,gredin,m,fr
7717,gratte-ciel,m,fr
7718,gravillon,m,fr
7719,grappin,m,fr
7720,gratteur,m,fr
7721,grasseyement,m,fr
7722,gras-double,m,fr
7723,graphitage,m,fr
7724,grappillage,m,fr
7725,grapefruit,m,fr
7726,gras,m,fr
7727,graphisme,m,fr
7728,grape-fruit,m,fr
7729,granit,m,fr
7730,graphe,m,fr
7731,grand-oncle,m,fr
7732,grand-papa,m,fr
7733,gramscisme,m,fr
7734,grammairien,m,fr
7735,graminicide,m,fr
7736,gramophone,m,fr
7737,graff,m,fr
7738,grand,m,fr
7739,graf,m,fr
7740,graineur,m,fr
7741,graffiti,m,fr
7742,graffiteur,m,fr
7743,gramme,m,fr
7744,graffeur,m,fr
7745,graduateur,m,fr
7746,grabot,m,fr
7747,goyavier,m,fr
7748,gouvernorat,m,fr
7749,gousset,m,fr
7750,goyot,m,fr
7751,goyau,m,fr
7752,gouter,m,fr
7753,gour,m,fr
7754,gouvernement,m,fr
7755,gouffre,m,fr
7756,gourgouran,m,fr
7757,goulot,m,fr
7758,goum,m,fr
7759,goudronneur,m,fr
7760,gouda,m,fr
7761,goulet,m,fr
7762,goudjarati,m,fr
7763,gospel,m,fr
7764,gotique,m,fr
7765,gorgerin,m,fr
7766,goualeur,m,fr
7767,gorgoyo,m,fr
7768,goret,m,fr
7769,gorgonzola,m,fr
7770,gonze,m,fr
7771,gorfou,m,fr
7772,gongorisme,m,fr
7773,gonocyte,m,fr
7774,gonfalon,m,fr
7775,gonfanonier,m,fr
7776,gone,m,fr
7777,gonflage,m,fr
7778,gonfanon,m,fr
7779,gonfalonier,m,fr
7780,gondi,m,fr
7781,gondolier,m,fr
7782,gonfalonnier,m,fr
7783,gommier,m,fr
7784,godet,m,fr
7785,gommoir,m,fr
7786,golygone,m,fr
7787,gomor,m,fr
7788,goddam,m,fr
7789,godelureau,m,fr
7790,gnome,m,fr
7791,gnouf,m,fr
7792,gnosticisme,m,fr
7793,goalball,m,fr
7794,gnou,m,fr
7795,gnostique,m,fr
7796,gnard,m,fr
7797,gnocchi,m,fr
7798,gnochon,m,fr
7799,gniard,m,fr
7800,gnon,m,fr
7801,gnaphale,m,fr
7802,gnathosome,m,fr
7803,glyptodonte,m,fr
7804,glycoside,m,fr
7805,glyphosate,m,fr
7806,glyphe,m,fr
7807,glycosaminoglycane,m,fr
7808,glycosphingolipide,m,fr
7809,glyptodon,m,fr
7810,glycolipide,m,fr
7811,glyconien,m,fr
7812,gobemouche,m,fr
7813,gluten,m,fr
7814,glucose,m,fr
7815,glutathion,m,fr
7816,glutamate,m,fr
7817,gluon,m,fr
7818,glucosane,m,fr
7819,gluino,m,fr
7820,glouton,m,fr
7821,glucoside,m,fr
7822,glucinium,m,fr
7823,glouteron,m,fr
7824,glucide,m,fr
7825,gloubi-boulga,m,fr
7826,glougloutement,m,fr
7827,glouglouteur,m,fr
7828,glossateur,m,fr
7829,glouglou,m,fr
7830,gloussement,m,fr
7831,glockenspiel,m,fr
7832,glossaire,m,fr
7833,globule,m,fr
7834,globetrotteur,m,fr
7835,globe-trotter,m,fr
7836,globish,m,fr
7837,globe,m,fr
7838,glissement,m,fr
7839,globulin,m,fr
7840,gliome,m,fr
7841,glas,m,fr
7842,glissando,m,fr
7843,glaucome,m,fr
7844,glaviot,m,fr
7845,glioblastome,m,fr
7846,globalisme,m,fr
7847,glapissement,m,fr
7848,glaucier,m,fr
7849,glandeur,m,fr
7850,glaneur,m,fr
7851,givre,m,fr
7852,girafeau,m,fr
7853,gin,m,fr
7854,gingembre,m,fr
7855,gilet,m,fr
7856,girevoy,m,fr
7857,gillotage,m,fr
7858,ginglyme,m,fr
7859,girafon,m,fr
7860,gigolo,m,fr
7861,gerfaut,m,fr
7862,gerzeau,m,fr
7863,geomancien,m,fr
7864,gentleman,m,fr
7865,gentil,m,fr
7866,genre,m,fr
7867,gentilhomme,m,fr
7868,genou,m,fr
7869,gendre,m,fr
7870,gazier,m,fr
7871,geai,m,fr
7872,gazouillement,m,fr
7873,gauchard,m,fr
7874,gaucho,m,fr
7875,gaullisme,m,fr
7876,geindre,m,fr
7877,gascon,m,fr
7878,gaspilleur,m,fr
7879,gaspillage,m,fr
7880,garrot,m,fr
7881,gaspareau,m,fr
7882,gaspard,m,fr
7883,gardien,m,fr
7884,garnisseur,m,fr
7885,gargot,m,fr
7886,garde-dame,m,fr
7887,garde-manger,m,fr
7888,garde-corps,m,fr
7889,garage,m,fr
7890,gangster,m,fr
7891,gant,m,fr
7892,ganglion,m,fr
7893,gangui,m,fr
7894,gambit,m,fr
7895,gallican,m,fr
7896,galvanotropisme,m,fr
7897,gamma,m,fr
7898,gallium,m,fr
7899,galipot,m,fr
7900,galiot,m,fr
7901,galbe,m,fr
7902,galion,m,fr
7903,galicien,m,fr
7904,galgal,m,fr
7905,galate,m,fr
7906,galapiat,m,fr
7907,galantin,m,fr
7908,galant,m,fr
7909,galago,m,fr
7910,galbanum,m,fr
7911,gainage,m,fr
7912,galactose,m,fr
7913,gaillet,m,fr
7914,galanga,m,fr
7915,gaillard,m,fr
7916,gain,m,fr
7917,gaillac,m,fr
7918,gagne-pain,m,fr
7919,gagneur,m,fr
7920,gagne-denier,m,fr
7921,gagman,m,fr
7922,gagnant,m,fr
7923,gage,m,fr
7924,gag,m,fr
7925,gaffeur,m,fr
7926,gadolinate,m,fr
7927,gadjo,m,fr
7928,gadouard,m,fr
7929,gadin,m,fr
7930,gadget,m,fr
7931,gabarieur,m,fr
7932,gabaret,m,fr
7933,futur,m,fr
7934,fuyard,m,fr
7935,futurisme,m,fr
7936,fustel,m,fr
7937,gadolinium,m,fr
7938,fustigateur,m,fr
7939,fustet,m,fr
7940,fusilier,m,fr
7941,fustanelle,m,fr
7942,fusionnement,m,fr
7943,fusil-mitrailleur,m,fr
7944,fuselage,m,fr
7945,gabar,m,fr
7946,fusil,m,fr
7947,fusement,m,fr
7948,furfural,m,fr
7949,furry,m,fr
7950,fur,m,fr
7951,fuselier,m,fr
7952,fuseau,m,fr
7953,fusible,m,fr
7954,funicule,m,fr
7955,furane,m,fr
7956,funiculaire,m,fr
7957,fungarium,m,fr
7958,fumier,m,fr
7959,fumivore,m,fr
7960,fumiciel,m,fr
7961,fumigateur,m,fr
7962,fumeur,m,fr
7963,fulminate,m,fr
7964,fumet,m,fr
7965,fumage,m,fr
7966,fugueur,m,fr
7967,fumana,m,fr
7968,fugitif,m,fr
7969,fulani,m,fr
7970,fucus,m,fr
7971,fungus,m,fr
7972,fuchsia,m,fr
7973,ftour,m,fr
7974,fruiticulteur,m,fr
7975,fruitier,m,fr
7976,fructose,m,fr
7977,front,m,fr
7978,fruit,m,fr
7979,fruict,m,fr
7980,froment,m,fr
7981,fuel,m,fr
7982,fronsac,m,fr
7983,fromagier,m,fr
7984,froncement,m,fr
7985,fromager,m,fr
7986,frugivore,m,fr
7987,frondeur,m,fr
7988,fromage,m,fr
7989,froid,m,fr
7990,froissement,m,fr
7991,frisson,m,fr
7992,fritz,m,fr
7993,frittage,m,fr
7994,frissonnement,m,fr
7995,frisotis,m,fr
7996,frisottis,m,fr
7997,frison,m,fr
7998,friseur,m,fr
7999,frisette,m,fr
8000,friselis,m,fr
8001,frisbee,m,fr
8002,fripier,m,fr
8003,frimas,m,fr
8004,frioulan,m,fr
8005,frimeur,m,fr
8006,frigo,m,fr
8007,fripon,m,fr
8008,full,m,fr
8009,frigidaire,m,fr
8010,frimaire,m,fr
8011,frifri,m,fr
8012,frigoporteur,m,fr
8013,fricot,m,fr
8014,frigidarium,m,fr
8015,fricoteur,m,fr
8016,fretin,m,fr
8017,frichti,m,fr
8018,fricandeau,m,fr
8019,fric,m,fr
8020,fret,m,fr
8021,freudisme,m,fr
8022,freux,m,fr
8023,friand,m,fr
8024,freezer,m,fr
8025,fraudeur,m,fr
8026,freesia,m,fr
8027,free-lance,m,fr
8028,fredonneur,m,fr
8029,fratricide,m,fr
8030,frappeur,m,fr
8031,frappuccino,m,fr
8032,frasage,m,fr
8033,frapadingue,m,fr
8034,freestyle,m,fr
8035,franquisme,m,fr
8036,frankisme,m,fr
8037,franglais,m,fr
8038,francitan,m,fr
8039,franckisme,m,fr
8040,franchissement,m,fr
8041,francium,m,fr
8042,franchisage,m,fr
8043,franc-jeu,m,fr
8044,franc-tireur,m,fr
8045,franc-alleu,m,fr
8046,franc-comtois,m,fr
8047,fraisier,m,fr
8048,franc-bord,m,fr
8049,foutage,m,fr
8050,fournier,m,fr
8051,fourrage,m,fr
8052,foulard,m,fr
8053,frai,m,fr
8054,foulon,m,fr
8055,fourgon,m,fr
8056,fou,m,fr
8057,fouettement,m,fr
8058,fouillis,m,fr
8059,forum,m,fr
8060,fourmi-lion,m,fr
8061,fragon,m,fr
8062,fossoyeur,m,fr
8063,fornicateur,m,fr
8064,forsythia,m,fr
8065,formulaire,m,fr
8066,format,m,fr
8067,formalisme,m,fr
8068,formica,m,fr
8069,formylium,m,fr
8070,fossile,m,fr
8071,formyle,m,fr
8072,formatage,m,fr
8073,forfait,m,fr
8074,formage,m,fr
8075,fordisme,m,fr
8076,formol,m,fr
8077,forage,m,fr
8078,forceps,m,fr
8079,forban,m,fr
8080,forgeur,m,fr
8081,for,m,fr
8082,forain,m,fr
8083,footballeur,m,fr
8084,fonio,m,fr
8085,fondu,m,fr
8086,fondateur,m,fr
8087,fondoir,m,fr
8088,forint,m,fr
8089,fond,m,fr
8090,fondouk,m,fr
8091,fondamentalisme,m,fr
8092,folklore,m,fr
8093,fonctionnement,m,fr
8094,flux,m,fr
8095,fonctionnariat,m,fr
8096,fonctionnalisme,m,fr
8097,flu,m,fr
8098,fomentateur,m,fr
8099,fon,m,fr
8100,flow,m,fr
8101,fluage,m,fr
8102,fluoborure,m,fr
8103,flouse,m,fr
8104,flip,m,fr
8105,flot,m,fr
8106,flonflon,m,fr
8107,flotteur,m,fr
8108,florin,m,fr
8109,flottement,m,fr
8110,fleuve,m,fr
8111,flic,m,fr
8112,flingue,m,fr
8113,flirt,m,fr
8114,flint,m,fr
8115,fleuret,m,fr
8116,fleuron,m,fr
8117,flibustier,m,fr
8118,flair,m,fr
8119,flegmon,m,fr
8120,flamant,m,fr
8121,flandricisme,m,fr
8122,flamine,m,fr
8123,flafla,m,fr
8124,flageolement,m,fr
8125,fixateur,m,fr
8126,firmware,m,fr
8127,flambeau,m,fr
8128,fion,m,fr
8129,finitisme,m,fr
8130,fiord,m,fr
8131,finnois,m,fr
8132,finissant,m,fr
8133,fini,m,fr
8134,finisseur,m,fr
8135,finissage,m,fr
8136,finissement,m,fr
8137,flamand,m,fr
8138,financeur,m,fr
8139,financier,m,fr
8140,filtrat,m,fr
8141,finassier,m,fr
8142,financement,m,fr
8143,finasseur,m,fr
8144,finalisme,m,fr
8145,film,m,fr
8146,filtre,m,fr
8147,filtrage,m,fr
8148,filleul,m,fr
8149,filopode,m,fr
8150,filet,m,fr
8151,filin,m,fr
8152,figaro,m,fr
8153,fil,m,fr
8154,figeage,m,fr
8155,figuier,m,fr
8156,fiak,m,fr
8157,fibroblaste,m,fr
8158,fiacre,m,fr
8159,ficelage,m,fr
8160,feulement,m,fr
8161,feuilleteur,m,fr
8162,feurre,m,fr
8163,feuilletage,m,fr
8164,feuilleret,m,fr
8165,fiel,m,fr
8166,feuillet,m,fr
8167,feuillard,m,fr
8168,feuillant,m,fr
8169,feuille-caillou-ciseaux,m,fr
8170,feuh,m,fr
8171,fez,m,fr
8172,feuillage,m,fr
8173,feu,m,fr
8174,festoyeur,m,fr
8175,festin,m,fr
8176,festivalier,m,fr
8177,festival,m,fr
8178,ferry,m,fr
8179,fessecul,m,fr
8180,feston,m,fr
8181,fessier,m,fr
8182,ferroutage,m,fr
8183,ferry-boat,m,fr
8184,ferronickel,m,fr
8185,ferrotype,m,fr
8186,ferrosilicium,m,fr
8187,ferroprussiate,m,fr
8188,ferronnier,m,fr
8189,ferron,m,fr
8190,ferrofluide,m,fr
8191,ferrocyane,m,fr
8192,ferrocyanure,m,fr
8193,ferrochrome,m,fr
8194,ferricyanure,m,fr
8195,ferrage,m,fr
8196,fermier,m,fr
8197,fermoir,m,fr
8198,fer-blanc,m,fr
8199,fermium,m,fr
8200,fermion,m,fr
8201,fermail,m,fr
8202,fendeur,m,fr
8203,fendoir,m,fr
8205,fellah,m,fr
8206,fermi,m,fr
8207,fellaga,m,fr
8208,fellateur,m,fr
8209,fellagha,m,fr
8210,feldwebel,m,fr
8211,feedback,m,fr
8212,feeling,m,fr
8213,feldspath,m,fr
8214,fedayin,m,fr
8215,fayard,m,fr
8216,faux-palais,m,fr
8217,faux-fuyant,m,fr
8218,faux-nez,m,fr
8219,faux-filet,m,fr
8220,faux-bourdon,m,fr
8221,faux-acacia,m,fr
8222,faux-ami,m,fr
8223,fauteur,m,fr
8224,fauconnier,m,fr
8225,fauteuil,m,fr
8226,fauchage,m,fr
8227,farad,m,fr
8228,fatiste,m,fr
8229,fantasmascope,m,fr
8230,fanion,m,fr
8231,faquin,m,fr
8232,fantascope,m,fr
8233,fanon,m,fr
8234,fantaisiste,m,fr
8235,fantoche,m,fr
8236,fanatisme,m,fr
8237,fandango,m,fr
8238,fandangue,m,fr
8239,faneur,m,fr
8240,fanage,m,fr
8241,fanal,m,fr
8242,falot,m,fr
8243,falzar,m,fr
8244,faisceau,m,fr
8245,falsificateur,m,fr
8246,fanfaron,m,fr
8247,faict,m,fr
8248,falun,m,fr
8249,fafiot,m,fr
8250,factieux,m,fr
8251,faire-valoir,m,fr
8252,fabulisme,m,fr
8253,fabulateur,m,fr
8254,facteur,m,fr
8255,fabrecoulier,m,fr
8256,fa,m,fr
8257,fabreguier,m,fr
8258,fabricateur,m,fr
8259,eyra,m,fr
8260,fablier,m,fr
8261,eye-liner,m,fr
8262,extrasystole,m,fr
8263,fabliau,m,fr
8264,extorqueur,m,fr
8265,explicit,m,fr
8266,exposant,m,fr
8267,extirpateur,m,fr
8268,exploiteur,m,fr
8269,exterminateur,m,fr
8270,exsudat,m,fr
8271,expert-comptable,m,fr
8272,exon,m,fr
8273,exorciseur,m,fr
8274,exocol,m,fr
8275,exil,m,fr
8276,exo,m,fr
8277,existentialisme,m,fr
8278,exhaussement,m,fr
8279,exclusivisme,m,fr
8280,excitant,m,fr
8281,exciton,m,fr
8282,excipient,m,fr
8283,exbioctet,m,fr
8284,exaucement,m,fr
8285,excavateur,m,fr
8286,exaoctet,m,fr
8287,exarque,m,fr
8288,expert,m,fr
8289,examinateur,m,fr
8290,euphuisme,m,fr
8291,eunuchat,m,fr
8292,eunuque,m,fr
8293,europium,m,fr
8294,ethnocide,m,fr
8295,ethnarque,m,fr
8296,ethnocentrisme,m,fr
8297,ethnonyme,m,fr
8298,esturgeon,m,fr
8299,estragon,m,fr
8300,estoppel,m,fr
8301,estragol,m,fr
8302,estomac,m,fr
8303,estomach,m,fr
8304,estoc,m,fr
8305,estonien,m,fr
8306,estivant,m,fr
8307,estimateur,m,fr
8308,essuie-tout,m,fr
8309,essieu,m,fr
8310,estampage,m,fr
8311,est-quart-sud-est,m,fr
8312,essart,m,fr
8313,essorage,m,fr
8314,essentialisme,m,fr
8315,essentiel,m,fr
8316,esprit-de-vin,m,fr
8317,esprit,m,fr
8318,espalier,m,fr
8319,espion,m,fr
8320,esponton,m,fr
8321,espagnol,m,fr
8322,espoir,m,fr
8323,espace-temps,m,fr
8324,espagnolisme,m,fr
8325,eskuara,m,fr
8326,espacement,m,fr
8327,escargatoire,m,fr
8328,escadron,m,fr
8329,escapisme,m,fr
8330,escarpin,m,fr
8331,esbroufeur,m,fr
8332,escalier,m,fr
8333,escabeau,m,fr
8334,erratum,m,fr
8335,errements,m,fr
8336,ergotisme,m,fr
8337,ergographe,m,fr
8338,ergotage,m,fr
8339,ergoteur,m,fr
8340,erbine,m,fr
8341,epsilon,m,fr
8342,ePrix,m,fr
8343,erbium,m,fr
8344,enzymologie,m,fr
8345,environ,m,fr
8346,enzymage,m,fr
8347,envenimement,m,fr
8348,envoyeur,m,fr
8349,entrechat,m,fr
8350,envasement,m,fr
8351,entrisme,m,fr
8352,entrepreneuriat,m,fr
8353,entre-deux,m,fr
8354,entreposage,m,fr
8355,entrelacs,m,fr
8356,entrefilet,m,fr
8357,entourage,m,fr
8358,entracte,m,fr
8359,entraxe,m,fr
8360,entomophile,m,fr
8361,entresol,m,fr
8362,entraineur,m,fr
8363,entour,m,fr
8364,entendeur,m,fr
8365,entortillement,m,fr
8366,entr'acte,m,fr
8367,entablement,m,fr
8368,ensemblier,m,fr
8369,ensacheur,m,fr
8370,ensemble,m,fr
8371,enjouement,m,fr
8372,enroulement,m,fr
8373,ensablement,m,fr
8374,ennoiement,m,fr
8375,engrenage,m,fr
8376,ensachage,m,fr
8377,enjambement,m,fr
8378,engrais,m,fr
8379,engramme,m,fr
8380,engraissage,m,fr
8381,engrangement,m,fr
8382,engraissement,m,fr
8383,engrain,m,fr
8384,engouement,m,fr
8385,engourdissement,m,fr
8386,engin,m,fr
8387,engoulevent,m,fr
8388,engobe,m,fr
8389,engluage,m,fr
8390,enne,m,fr
8391,engorgement,m,fr
8392,engendreur,m,fr
8393,engendrement,m,fr
8394,engazonnement,m,fr
8395,engloutissement,m,fr
8396,engagement,m,fr
8397,engatse,m,fr
8398,enfumoir,m,fr
8399,enfer,m,fr
8400,enfournement,m,fr
8401,enfoncement,m,fr
8402,enfonceur,m,fr
8403,enfouissement,m,fr
8404,enfeu,m,fr
8405,enfleurage,m,fr
8406,endroit,m,fr
8407,endomorphisme,m,fr
8408,endossement,m,fr
8409,endoplasme,m,fr
8410,endommagement,m,fr
8411,endolithe,m,fr
8412,endocol,m,fr
8413,endigage,m,fr
8414,endocarpe,m,fr
8415,endoctrinement,m,fr
8416,endettement,m,fr
8417,endocarde,m,fr
8418,endoblaste,m,fr
8419,endimanchement,m,fr
8420,endiguement,m,fr
8421,endaubage,m,fr
8422,encrier,m,fr
8423,encomium,m,fr
8424,encuvage,m,fr
8425,enculeur,m,fr
8426,encrage,m,fr
8427,encontre,m,fr
8428,encorbellement,m,fr
8429,encombrement,m,fr
8430,encodeur,m,fr
8431,enchatonnement,m,fr
8432,enchanteur,m,fr
8433,encart,m,fr
8434,encaustiquage,m,fr
8435,encastage,m,fr
8436,encagement,m,fr
8437,encanaillement,m,fr
8438,encaisseur,m,fr
8439,encadrement,m,fr
8440,encaissement,m,fr
8441,encaissage,m,fr
8442,encan,m,fr
8443,emport,m,fr
8444,emporium,m,fr
8445,empoissonnement,m,fr
8446,emplacement,m,fr
8447,empois,m,fr
8448,empileur,m,fr
8449,empirisme,m,fr
8450,empereur,m,fr
8451,empilement,m,fr
8452,emmental,m,fr
8453,empannage,m,fr
8454,empailleur,m,fr
8455,emmanchement,m,fr
8456,embrouillamini,m,fr
8457,embrigadement,m,fr
8458,embrayage,m,fr
8459,embrasement,m,fr
8460,embrasseur,m,fr
8461,embryon,m,fr
8462,embrassement,m,fr
8463,emboutissage,m,fr
8464,embouteilleur,m,fr
8465,embouteillage,m,fr
8466,embranchement,m,fr
8467,embout,m,fr
8468,embourbement,m,fr
8469,embourgeoisement,m,fr
8470,embolisme,m,fr
8471,embonpoint,m,fr
8472,embarquement,m,fr
8473,embaumement,m,fr
8474,embauchoir,m,fr
8475,embole,m,fr
8476,elbot,m,fr
8477,effondrement,m,fr
8478,effroi,m,fr
8479,effleurement,m,fr
8480,effleurage,m,fr
8481,effeuillage,m,fr
8482,effeuilleur,m,fr
8483,effilochement,m,fr
8484,effectif,m,fr
8485,effet,m,fr
8486,effarouchement,m,fr
8487,effacement,m,fr
8488,ectoparasite,m,fr
8489,ectosymbiote,m,fr
8490,ectoparasitisme,m,fr
8491,ecthyma,m,fr
8492,duplicata,m,fr
8493,duo,m,fr
8494,duopole,m,fr
8495,dunkerque,m,fr
8496,duramen,m,fr
8497,duffle-coat,m,fr
8498,dundee,m,fr
8499,duel,m,fr
8500,duffel-coat,m,fr
8501,dueil,m,fr
8502,duc,m,fr
8503,dumping,m,fr
8504,ducat,m,fr
8505,duetto,m,fr
8506,dugong,m,fr
8507,dualisme,m,fr
8508,dual,m,fr
8509,dubstep,m,fr
8510,druidisme,m,fr
8511,droschki,m,fr
8512,drone,m,fr
8513,drugstore,m,fr
8514,drumlin,m,fr
8515,dromon,m,fr
8516,drop,m,fr
8517,druide,m,fr
8518,dubnium,m,fr
8519,dronte,m,fr
8520,dromadaire,m,fr
8521,droits-de-l'hommisme,m,fr
8522,droitiste,m,fr
8523,droitier,m,fr
8524,droit-de-l'hommiste,m,fr
8525,droit-de-l'hommisme,m,fr
8526,droit,m,fr
8527,driver,m,fr
8528,droguiste,m,fr
8529,driveur,m,fr
8530,drogman,m,fr
8531,droguet,m,fr
8532,drink,m,fr
8533,dribble,m,fr
8534,dressoir,m,fr
8535,dreadnought,m,fr
8536,dribbleur,m,fr
8537,dressage,m,fr
8538,drayoir,m,fr
8539,dressing-room,m,fr
8540,drayoire,m,fr
8541,dresseur,m,fr
8542,draveur,m,fr
8543,drawback,m,fr
8544,drapier,m,fr
8545,dranyen,m,fr
8546,drap,m,fr
8547,drapeau,m,fr
8548,drayage,m,fr
8549,drakkar,m,fr
8550,dragster,m,fr
8551,drainage,m,fr
8552,draineur,m,fr
8553,dragon,m,fr
8554,drain,m,fr
8555,drame,m,fr
8556,dressing,m,fr
8557,dragueur,m,fr
8558,dragoman,m,fr
8559,dragonnier,m,fr
8560,drageon,m,fr
8561,double-sens,m,fr
8562,double-six,m,fr
8563,dragage,m,fr
8564,drageoir,m,fr
8565,double-fond,m,fr
8566,double-clic,m,fr
8567,double,m,fr
8568,douar,m,fr
8569,doublage,m,fr
8570,douanier,m,fr
8571,douahou,m,fr
8572,dosage,m,fr
8573,dossier,m,fr
8574,dossard,m,fr
8575,dos,m,fr
8576,douaire,m,fr
8577,dosseret,m,fr
8578,doseur,m,fr
8579,dortoir,m,fr
8580,doss,m,fr
8581,dormeur,m,fr
8582,doping,m,fr
8583,dopage,m,fr
8584,doryline,m,fr
8585,dormitif,m,fr
8586,doryphore,m,fr
8587,dorage,m,fr
8588,donut,m,fr
8589,dorien,m,fr
8590,donjon,m,fr
8591,doreur,m,fr
8592,donneur,m,fr
8593,donquichottisme,m,fr
8594,dominion,m,fr
8595,don-quichottisme,m,fr
8596,donjuanisme,m,fr
8597,doge,m,fr
8598,doigter,m,fr
8599,document,m,fr
8600,dodo,m,fr
8601,docteur,m,fr
8602,docu,m,fr
8603,docker,m,fr
8604,documenteur,m,fr
8605,dobermann,m,fr
8606,documentaire,m,fr
8607,dogme,m,fr
8608,djermakoye,m,fr
8609,dissolvant,m,fr
8610,divisionnisme,m,fr
8611,dissident,m,fr
8612,dissensus,m,fr
8613,dissecteur,m,fr
8614,dissentiment,m,fr
8615,dispersement,m,fr
8616,disciple,m,fr
8617,disaccharide,m,fr
8618,dispensateur,m,fr
8619,dispacheur,m,fr
8620,directeur,m,fr
8621,discuteur,m,fr
8622,disoufre,m,fr
8623,dirham,m,fr
8624,discount,m,fr
8625,diplotaxis,m,fr
8626,diot,m,fr
8627,diplocoque,m,fr
8628,diptyque,m,fr
8629,diorama,m,fr
8630,dino,m,fr
8631,dioptre,m,fr
8632,dineur,m,fr
8633,diopside,m,fr
8634,dindon,m,fr
8635,dindonneau,m,fr
8636,dinar,m,fr
8637,dilapidateur,m,fr
8638,dilettantisme,m,fr
8639,diminuteur,m,fr
8640,diktat,m,fr
8641,diiodure,m,fr
